driver_age,driver_experience,previous_accidents,annual_mileage_x1000_km,car_manufacturing_year,car_age,insurance_premium_
38.0,15.0,3.0,17.0,2004.0,21.0,495.35
23.0,5.0,3.0,15.0,2009.0,16.0,500.75
23.0,5.0,5.0,15.0,1992.0,33.0,505.45
65.0,0.0,3.0,21.0,1997.0,28.0,495.35
21.0,3.0,1.0,23.0,2012.0,13.0,498.85
47.0,28.0,2.0,15.0,2000.0,25.0,488.45
28.0,10.0,4.0,11.0,1997.0,28.0,500.75
47.0,29.0,2.0,18.0,2018.0,7.0,486.5
48.0,4.0,2.0,22.0,2019.0,6.0,493.9
41.0,21.0,1.0,21.0,1999.0,26.0,490.65
26.0,8.0,2.0,11.0,2017.0,8.0,496.75
20.0,0.0,5.0,14.0,2025.0,0.0,504.2
48.0,25.0,0.0,25.0,2002.0,23.0,486.45
57.0,9.0,3.0,19.0,2021.0,4.0,491.75
54.0,29.0,0.0,24.0,2025.0,0.0,481.7
53.0,17.0,4.0,19.0,2015.0,10.0,492.25
41.0,16.0,3.0,15.0,2011.0,14.0,493.65
48.0,25.0,2.0,14.0,1993.0,32.0,489.8
23.0,5.0,4.0,13.0,2020.0,5.0,501.05
19.0,1.0,3.0,13.0,2007.0,18.0,502.85
37.0,11.0,5.0,22.0,2013.0,12.0,499.1
45.0,26.0,5.0,15.0,2012.0,13.0,492.75
28.0,7.0,5.0,20.0,2011.0,14.0,502.2
21.0,3.0,5.0,11.0,1991.0,34.0,506.35
32.0,3.0,2.0,15.0,2020.0,5.0,496.95
23.0,5.0,0.0,16.0,2000.0,25.0,497.2
47.0,0.0,3.0,17.0,2017.0,8.0,496.75
55.0,18.0,2.0,22.0,2021.0,4.0,488.1
19.0,1.0,5.0,19.0,1994.0,31.0,507.45
32.0,14.0,0.0,13.0,1999.0,26.0,492.65
28.0,10.0,4.0,25.0,2013.0,12.0,499.85
25.0,4.0,4.0,12.0,2024.0,1.0,500.5
43.0,25.0,4.0,24.0,2012.0,13.0,492.4
62.0,25.0,5.0,13.0,2006.0,19.0,490.15
61.0,27.0,4.0,22.0,1990.0,35.0,490.3
22.0,1.0,1.0,19.0,2020.0,5.0,498.25
23.0,5.0,3.0,22.0,2020.0,5.0,500.0
43.0,8.0,3.0,17.0,2023.0,2.0,494.55
21.0,3.0,5.0,19.0,1998.0,27.0,506.05
36.0,18.0,1.0,23.0,2011.0,14.0,491.45
37.0,19.0,2.0,12.0,2002.0,23.0,492.8
